EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,SatisfactionLevel
834,45,No,Travel_Rarely,Unknown,2,3,Unknown,2,Female,2,1, Research Scientist ,3,Unknown,2274,6153,1,No,14,3,4,0,1,3,3,1,0,0,1978,Yes,A
897,53,No,Travel_Rarely,Unknown,8,3,Marketing,1,Male,3,4, Sales Executive ,4,Married,6477,22789,5,No,14,3,3,1,28,3,3,2,2,2,1970,Yes,A
904,37,No,Travel_Rarely,Unknown,19,2,Unknown,3,Male,3,3, Sales Executive ,2,Single,6477,4814,1,Yes,13,3,4,0,Unknown,2,3,10,0,9,1986,No,B
911,32,Yes,Travel_Rarely,Unknown,25,4,Unknown,1,Male,3,1, Laboratory Technician ,4,Unknown,6477,18016,1,No,24,4,3,0,1,2,1,1,0,1,1991,Yes,A
918,58,Yes,Travel_Frequently,Unknown,2,1,Unknown,4,Male,2,1, Laboratory Technician ,4,Divorced,2380,13384,9,No,14,3,4,1,3,3,2,1,0,0,1965,Yes,A
923,21,Yes,Travel_Rarely, Research & Development ,18,1,Other,4,Female,3,1, Research Scientist ,4,Single,6477,8870,1,No,19,3,1,0,Unknown,3,2,1,0,0,2002,No,A
934,34,No,Travel_Rarely,Unknown,48,3,Life Sciences,3,Male,3,1, Laboratory Technician ,2,Unknown,2008,6896,1,No,14,3,2,2,1,3,3,1,1,0,1989,Yes,B
940,58,No,Travel_Rarely,Unknown,5,3,Unknown,3,Female,2,3, Healthcare Representative ,2,Divorced,10552,9255,2,No,13,3,4,1,24,3,3,6,0,4,1965,No,B
945,48,No,Travel_Rarely,Unknown,20,4,Medical,4,Male,3,1, Research Scientist ,3,Married,2259,5543,4,No,17,3,1,2,13,2,2,0,0,0,1975,No,A
951,32,No,Non-Travel,Unknown,1,3,Life Sciences,3,Female,2,1, Laboratory Technician ,2,Married,6477,3974,6,No,20,3,3,0,5,3,3,3,0,2,1991,Yes,B
952,25,Yes,Travel_Rarely,Unknown,19,2,Marketing,3,Male,2,1, Sales Representative ,2,Married,2413,18798,1,Yes,18,3,3,3,Unknown,2,3,1,0,0,1998,No,B
954,40,No,Travel_Rarely, Sales ,10,4,Marketing,1,Male,2,3, Sales Executive ,2,Divorced,6477,20652,2,No,12,3,2,1,11,2,2,1,0,0,1983,Yes,B
959,19,Yes,Travel_Rarely,Unknown,21,3,Other,4,Male,2,1, Sales Representative ,2,Single,2121,9947,1,Yes,13,3,2,0,1,3,4,1,0,0,2004,No,B
986,40,Yes,Non-Travel,Unknown,24,3,Unknown,2,Female,4,4, Sales Executive ,2,Single,13194,17071,4,No,16,3,4,0,22,2,2,1,0,0,1983,Yes,B
994,29,Yes,Travel_Rarely,Unknown,10,3,Unknown,4,Female,2,1, Research Scientist ,1,Single,6477,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,1994,Yes,B
1003,47,No,Travel_Rarely,Unknown,18,2,Life Sciences,4,Female,3,2, Sales Executive ,4,Single,4163,8571,1,Yes,17,3,3,0,9,0,3,9,0,7,1976,No,A
1012,18,No,Travel_Rarely,Unknown,5,2,Unknown,2,Male,3,1, Research Scientist ,4,Unknown,6477,13493,1,No,15,3,4,0,Unknown,2,3,0,0,0,2005,Yes,A
1029,42,No,Travel_Rarely,Unknown,5,2,Unknown,4,Male,3,5, Manager ,3,Unknown,18303,7770,6,No,13,3,2,0,21,3,4,1,0,0,1981,Yes,A
1033,37,Yes,Travel_Rarely,Unknown,11,2,Medical,1,Female,1,2, Healthcare Representative ,2,Unknown,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,1986,Yes,B
1052,36,Yes,Travel_Rarely,Unknown,15,3,Unknown,1,Male,3,2, Laboratory Technician ,3,Divorced,6477,7858,7,No,14,3,2,1,9,3,2,1,0,0,1987,Yes,A
1056,28,No,Travel_Rarely, Sales ,10,1,Medical,4,Male,3,1, Sales Representative ,2,Married,1052,23384,1,No,22,4,2,0,Unknown,5,3,1,0,0,1995,Yes,B
1076,43,No,Travel_Rarely,Unknown,25,3,Unknown,3,Male,2,3, Sales Executive ,4,Unknown,6477,5268,5,No,13,3,3,1,18,5,3,1,0,0,1980,Yes,A
1079,21,Yes,Travel_Rarely, Research & Development ,10,3,Unknown,3,Female,2,1, Laboratory Technician ,1,Single,6477,17258,1,No,13,3,1,0,1,6,2,1,1,0,2002,Yes,B
1081,51,Yes,Travel_Rarely,Unknown,4,4,Unknown,1,Male,3,1, Research Scientist ,3,Married,2461,10332,9,No,12,3,3,3,18,2,4,10,2,7,1972,No,A
1105,37,No,Travel_Rarely, Sales ,10,4,Unknown,4,Female,2,2, Sales Executive ,4,Divorced,6477,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,1986,No,A
1111,28,Yes,Travel_Rarely, Research & Development ,1,3,Medical,1,Male,2,1, Laboratory Technician ,2,Divorced,2596,7160,1,No,15,3,1,2,Unknown,2,3,1,0,0,1995,No,B
1113,50,Yes,Travel_Rarely,Unknown,1,4,Unknown,4,Male,3,2, Sales Executive ,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,1973,Yes,A
1115,34,No,Travel_Rarely,Unknown,3,4,Unknown,3,Male,2,1, Research Scientist ,4,Unknown,6477,22478,3,No,17,3,4,3,6,2,3,0,0,0,1989,Yes,A
1125,38,No,Travel_Rarely,Unknown,2,2,Marketing,4,Male,3,3, Sales Executive ,2,Single,7351,20619,7,No,16,3,3,0,Unknown,2,3,1,0,0,1985,Yes,B
1156,18,Yes,Travel_Rarely,Unknown,8,1,Unknown,3,Male,3,1, Laboratory Technician ,3,Single,6477,13556,1,No,12,3,4,0,Unknown,0,3,0,0,0,2005,Yes,A
1158,41,No,Travel_Rarely,Unknown,12,4,Unknown,2,Male,3,1, Laboratory Technician ,4,Unknown,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,1982,No,A
1172,35,No,Travel_Rarely, Research & Development ,1,4,Medical,4,Male,2,1, Laboratory Technician ,3,Unknown,2258,16340,6,No,12,3,2,1,Unknown,2,3,8,1,7,1988,Yes,A
1190,32,No,Travel_Rarely, Sales ,2,1,Unknown,3,Female,3,1, Sales Representative ,1,Unknown,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,1991,Yes,B
1206,44,No,Non-Travel,Unknown,26,3,Unknown,3,Male,1,1, Research Scientist ,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,1979,Yes,A
1210,41,Yes,Non-Travel,Unknown,5,2,Life Sciences,1,Male,2,1, Research Scientist ,1,Unknown,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,1982,Yes,B
1242,42,No,Travel_Frequently,Unknown,26,5,Medical,1,Female,3,3, Research Director ,1,Married,13191,23281,3,Yes,17,3,3,0,Unknown,6,3,1,0,0,1981,No,B
1256,49,No,Travel_Rarely, Research & Development ,4,2,Medical,1,Male,2,5, Manager ,3,Married,6477,12124,2,No,13,3,3,1,23,2,4,1,0,0,1974,Yes,A
1258,48,No,Travel_Rarely,Unknown,2,2,Technical Degree,4,Male,4,1, Laboratory Technician ,2,Single,6477,16620,5,No,11,3,3,0,7,4,2,1,0,0,1975,Yes,B
1260,29,No,Travel_Rarely, Research & Development ,7,3,Unknown,3,Male,3,2, Healthcare Representative ,4,Unknown,6477,4204,1,No,11,3,2,2,6,2,3,6,1,0,1994,Yes,A
1263,48,No,Travel_Rarely, Research & Development ,1,3,Life Sciences,4,Male,2,5, Research Director ,4,Single,18265,8733,6,No,12,3,3,0,Unknown,3,4,1,0,0,1975,Yes,A
1269,19,No,Travel_Rarely,Unknown,25,3,Life Sciences,2,Female,4,1, Research Scientist ,4,Single,6477,21221,1,No,12,3,4,0,1,2,3,1,0,1,2004,Yes,A
1270,23,No,Travel_Rarely,Unknown,1,2,Unknown,4,Male,3,1, Research Scientist ,3,Unknown,6477,16901,1,No,22,4,4,1,1,2,3,1,0,1,2000,No,A
1273,25,Yes,Travel_Frequently,Unknown,32,1,Unknown,3,Male,1,1, Sales Representative ,4,Single,1118,8040,1,Yes,14,3,4,0,1,4,3,1,1,0,1998,Yes,A
1306,45,No,Travel_Frequently,Unknown,25,3,Medical,2,Female,3,5, Manager ,2,Unknown,18061,13035,3,No,22,4,3,0,22,4,3,0,0,0,1978,No,B
1364,27,No,Travel_Rarely,Unknown,11,3,Medical,3,Female,4,1, Sales Representative ,4,Married,6477,6527,8,No,14,3,2,1,5,4,3,1,0,0,1996,Yes,A
1368,18,No,Non-Travel,Unknown,1,3,Unknown,4,Female,3,1, Laboratory Technician ,4,Single,1611,19305,1,No,15,3,3,0,0,5,4,0,0,0,2005,No,A
1379,31,Yes,Travel_Frequently,Unknown,2,3,Unknown,3,Female,2,1, Sales Representative ,4,Single,6477,11882,7,No,14,3,3,0,3,3,4,1,0,0,1992,Yes,A
1427,31,Yes,Travel_Frequently,Unknown,1,4,Life Sciences,2,Female,1,1, Sales Representative ,3,Single,6477,16154,1,No,12,3,2,0,Unknown,3,3,1,0,0,1992,No,A
1433,31,Yes,Travel_Rarely,Unknown,8,3,Life Sciences,1,Female,2,1, Research Scientist ,2,Unknown,6477,22262,1,No,12,3,3,0,Unknown,3,4,1,0,0,1992,No,B
1434,27,No,Travel_Rarely,Unknown,11,1,Life Sciences,2,Male,3,1, Laboratory Technician ,1,Married,6477,7679,0,No,14,3,2,0,6,3,4,5,1,4,1996,No,B
1458,39,Yes,Travel_Rarely,Unknown,2,3,Unknown,1,Female,2,1, Laboratory Technician ,1,Single,6477,17181,2,Yes,23,4,2,0,11,2,4,1,0,0,1984,Yes,B
1481,44,No,Travel_Frequently,Unknown,1,5,Marketing,1,Female,3,2, Sales Executive ,3,Married,4768,9282,7,No,12,3,3,1,11,4,2,1,0,0,1979,No,A
1482,30,No,Travel_Rarely, Research & Development ,25,3,Unknown,3,Male,3,1, Research Scientist ,3,Unknown,1274,7152,1,No,13,3,2,2,1,2,2,1,0,0,1993,No,A
1494,24,Yes,Travel_Frequently,Unknown,9,3,Unknown,2,Male,3,1, Laboratory Technician ,1,Unknown,6477,16998,2,No,11,3,3,0,Unknown,2,2,0,0,0,1999,No,B
1504,28,Yes,Travel_Rarely,Unknown,2,2,Medical,3,Male,2,1, Laboratory Technician ,1,Single,2561,5355,7,No,11,3,3,0,8,2,2,0,0,0,1995,Yes,B
1515,33,No,Travel_Rarely,Unknown,8,5,Unknown,4,Male,3,2, Healthcare Representative ,3,Unknown,6388,22049,2,No,17,3,1,0,14,6,3,0,0,0,1990,Yes,A
1525,39,No,Travel_Rarely,Unknown,6,3,Unknown,2,Female,3,3, Manufacturing Director ,2,Single,8376,9150,4,No,18,3,4,0,9,3,3,2,2,2,1984,No,B
1542,42,No,Travel_Rarely,Unknown,2,3,Medical,3,Male,2,1, Laboratory Technician ,2,Married,4841,24052,4,No,14,3,2,1,Unknown,3,3,1,0,0,1981,Yes,B
1558,29,No,Travel_Rarely,Unknown,9,3,Unknown,3,Male,4,1, Research Scientist ,3,Married,6477,22376,6,No,18,3,1,2,Unknown,2,2,1,0,0,1994,No,A
1564,35,No,Travel_Rarely,Unknown,1,3,Unknown,4,Male,2,1, Laboratory Technician ,1,Unknown,6477,21731,1,No,19,3,2,0,Unknown,3,3,3,1,2,1988,No,B
1577,34,No,Travel_Rarely,Unknown,13,4,Medical,3,Male,3,1, Research Scientist ,4,Single,2972,22061,1,No,13,3,3,0,Unknown,4,3,1,0,0,1989,No,A
1581,26,No,Travel_Rarely,Unknown,3,3,Unknown,1,Female,3,1, Research Scientist ,4,Unknown,6477,11133,1,No,21,4,1,0,1,5,3,1,0,0,1997,Yes,A
1591,50,No,Travel_Rarely,Unknown,24,3,Marketing,3,Male,3,5, Manager ,3,Married,6477,19519,4,Yes,16,3,3,1,Unknown,2,3,1,0,0,1973,No,A
1601,35,No,Travel_Rarely,Unknown,7,2,Life Sciences,3,Male,2,1, Laboratory Technician ,4,Unknown,2690,7713,1,No,18,3,4,1,Unknown,5,2,1,0,1,1988,No,A
1602,46,No,Travel_Rarely,Unknown,1,4,Life Sciences,4,Male,4,4, Manager ,1,Unknown,17567,3156,1,No,15,3,2,0,27,5,1,26,0,12,1977,No,B
1624,18,Yes,Travel_Frequently, Sales ,3,2,Medical,2,Female,3,1, Sales Representative ,4,Single,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,2005,Yes,A
1669,29,No,Travel_Rarely,Unknown,5,3,Unknown,1,Male,2,2, Sales Executive ,2,Divorced,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,9,1994,Yes,B
1673,31,No,Travel_Rarely,Unknown,5,4,Life Sciences,1,Female,3,2, Sales Executive ,4,Unknown,6477,22589,1,No,11,3,1,2,10,2,3,10,0,2,1992,Yes,A
1678,41,No,Travel_Rarely,Unknown,23,2,Unknown,4,Male,3,3, Sales Executive ,3,Single,6477,11591,3,No,16,3,4,0,21,2,3,2,0,2,1982,Yes,A
1697,60,No,Travel_Rarely,Unknown,1,4,Unknown,3,Male,1,3, Healthcare Representative ,4,Divorced,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,1963,No,A
1714,24,Yes,Travel_Rarely,Unknown,22,1,Unknown,4,Male,1,1, Human Resources ,3,Married,6477,11585,1,No,11,3,3,1,1,2,3,1,0,0,1999,Yes,A
1724,40,No,Travel_Rarely,Unknown,8,2,Life Sciences,2,Female,3,2, Manufacturing Director ,1,Unknown,6477,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,1983,Yes,B
1731,47,No,Non-Travel,Unknown,2,4,Marketing,3,Male,3,2, Sales Executive ,2,Unknown,6477,3536,7,No,11,3,4,1,4,3,1,1,0,0,1976,Yes,B
1744,45,No,Travel_Rarely,Unknown,41,3,Life Sciences,3,Female,1,3, Human Resources ,3,Married,9756,6595,4,No,21,4,3,2,9,2,4,5,0,3,1978,Yes,A
1755,34,No,Travel_Rarely,Unknown,2,4,Unknown,4,Male,4,1, Research Scientist ,4,Married,6477,5586,0,Yes,14,3,1,3,6,3,3,5,1,2,1989,No,A
1758,33,Yes,Travel_Rarely,Unknown,16,3,Unknown,1,Female,3,3, Sales Executive ,1,Unknown,6477,10092,2,Yes,20,4,3,0,Unknown,2,2,0,0,0,1990,Yes,B
1761,31,Yes,Travel_Rarely,Unknown,16,4,Unknown,1,Male,3,3, Sales Executive ,3,Married,6477,19002,2,No,13,3,1,3,Unknown,2,3,1,0,0,1992,Yes,A
1763,30,No,Travel_Rarely,Unknown,16,3,Unknown,3,Male,4,2, Healthcare Representative ,3,Married,5294,9128,3,No,16,3,3,1,10,3,3,7,1,7,1993,No,A
1766,38,No,Travel_Rarely,Unknown,18,3,Medical,2,Male,1,2, Healthcare Representative ,4,Married,6477,24539,3,No,16,3,3,1,Unknown,2,3,1,1,0,1985,Yes,A
1783,22,Yes,Travel_Rarely,Unknown,45,1,Medical,3,Female,3,1, Laboratory Technician ,1,Unknown,6477,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,2001,Yes,B
1839,18,No,Travel_Rarely,Unknown,14,3,Unknown,2,Female,3,1, Research Scientist ,3,Single,6477,8018,1,No,16,3,3,0,0,4,1,0,0,0,2005,Yes,A
1842,31,Yes,Travel_Rarely,Unknown,18,5,Human Resources,4,Male,4,1, Human Resources ,1,Married,2956,21495,0,No,17,3,3,0,2,4,3,1,0,0,1992,Yes,B
1847,36,No,Travel_Rarely,Unknown,2,4,Unknown,4,Female,3,2, Research Scientist ,2,Unknown,6477,19573,4,Yes,22,4,4,1,Unknown,2,3,1,0,0,1987,Yes,B
1853,32,No,Travel_Frequently,Unknown,10,4,Marketing,4,Male,3,2, Sales Executive ,4,Unknown,4648,26075,8,No,13,3,3,0,Unknown,2,4,0,0,0,1991,Yes,A
1860,42,No,Travel_Rarely,Unknown,8,3,Unknown,4,Male,3,1, Laboratory Technician ,3,Unknown,6477,13624,4,No,13,3,4,0,Unknown,3,3,0,0,0,1981,Yes,A
1865,29,No,Travel_Rarely,Unknown,6,1,Unknown,4,Male,2,1, Human Resources ,2,Married,2804,15434,1,No,11,3,4,0,Unknown,3,3,1,0,0,1994,Yes,B
1875,28,No,Travel_Rarely, Sales ,3,3,Medical,2,Female,3,1, Sales Representative ,2,Unknown,2856,3692,1,No,19,3,4,1,1,3,3,1,0,0,1995,Yes,B
1876,30,Yes,Travel_Rarely,Unknown,9,3,Unknown,2,Male,3,1, Sales Representative ,4,Unknown,6477,16019,1,No,13,3,3,0,Unknown,3,2,1,0,0,1993,No,A
1893,26,No,Travel_Rarely,Unknown,1,2,Life Sciences,2,Female,2,1, Research Scientist ,3,Unknown,2933,14908,1,Yes,13,3,3,1,1,3,2,1,1,0,1997,No,A
1903,44,No,Travel_Rarely,Unknown,1,4,Unknown,2,Male,4,2, Healthcare Representative ,1,Unknown,6477,9364,2,No,15,3,4,1,10,5,3,2,2,2,1979,Yes,B
1928,29,Yes,Travel_Frequently, Sales ,24,3,Technical Degree,3,Male,4,1, Sales Representative ,1,Single,1091,10642,1,No,17,3,4,0,1,3,3,1,0,0,1994,Yes,B
1933,28,Yes,Travel_Rarely,Unknown,13,2,Marketing,4,Female,3,2, Sales Executive ,3,Unknown,6477,23352,3,Yes,11,3,4,0,6,0,3,2,2,2,1995,Yes,A
1935,56,No,Travel_Rarely,Unknown,11,5,Unknown,4,Female,2,2, Sales Executive ,1,Married,6477,20328,4,No,16,3,3,1,Unknown,3,3,0,0,0,1967,Yes,B
1936,39,No,Travel_Rarely,Unknown,9,2,Unknown,1,Male,3,2, Manufacturing Director ,1,Married,5151,12315,1,No,25,4,4,1,10,3,3,10,7,9,1984,Yes,B
1938,58,No,Travel_Rarely,Unknown,21,3,Unknown,4,Female,3,4, Manager ,4,Unknown,6477,11761,4,Yes,13,3,3,1,Unknown,2,2,1,0,0,1965,Yes,A
1943,42,No,Travel_Rarely, Sales ,12,4,Marketing,2,Male,3,2, Sales Executive ,4,Divorced,6477,2900,3,No,12,3,3,2,14,4,3,0,0,0,1981,No,A
1944,27,Yes,Travel_Rarely,Unknown,22,3,Unknown,1,Female,2,1, Human Resources ,2,Married,2863,19555,1,No,12,3,1,0,Unknown,2,3,1,0,0,1996,No,B
1961,38,No,Travel_Rarely,Unknown,1,3,Unknown,1,Male,2,1, Sales Representative ,1,Single,2858,11473,4,No,14,3,1,0,20,3,2,1,0,0,1985,Yes,B
1966,32,No,Travel_Rarely,Unknown,5,4,Life Sciences,4,Male,2,2, Manufacturing Director ,4,Unknown,6477,10138,8,No,24,4,2,0,Unknown,1,3,1,0,0,1991,Yes,A
1974,31,No,Travel_Rarely,Unknown,2,1,Medical,4,Female,1,1, Laboratory Technician ,4,Unknown,1129,17536,1,No,11,3,3,3,Unknown,4,3,1,0,0,1992,Yes,A
2012,40,No,Travel_Rarely, Research & Development ,44,4,Unknown,1,Male,3,1, Laboratory Technician ,4,Married,6477,4060,8,No,19,3,3,2,8,3,2,1,0,0,1983,Yes,A
2023,23,Yes,Travel_Rarely,Unknown,9,3,Unknown,4,Male,3,1, Sales Representative ,1,Married,6477,26956,1,No,19,3,1,1,Unknown,3,3,1,1,0,2000,No,B
2040,35,No,Travel_Rarely,Unknown,26,4,Life Sciences,3,Female,3,3, Human Resources ,4,Single,6477,16642,1,Yes,16,3,3,0,Unknown,2,3,9,1,7,1988,No,A
307,38,No,Travel_Rarely,Unknown,3,3,Life Sciences,1,Male,3,3, Sales Executive ,3,Divorced,6477,9647,0,No,12,3,3,2,Unknown,6,2,16,5,13,1985,Yes,A
374,55,No,Travel_Rarely,Unknown,1,3,Medical,4,Male,3,5, Manager ,1,Single,19045,18938,0,No,14,3,3,0,37,2,3,36,4,13,1968,Yes,B
376,47,Yes,Non-Travel,Unknown,10,4,Life Sciences,1,Male,3,3, Manager ,2,Married,6477,10268,1,No,12,3,4,1,Unknown,2,2,10,9,9,1976,No,B
381,35,No,Travel_Rarely,Unknown,22,3,Life Sciences,2,Female,4,3, Manager ,2,Divorced,6477,19100,7,No,18,3,2,1,10,6,2,7,6,2,1988,No,B
388,29,No,Travel_Frequently,Unknown,2,2,Unknown,2,Male,3,2, Sales Executive ,4,Single,6477,20260,1,No,18,3,1,0,Unknown,3,3,10,0,9,1994,Yes,A
389,55,No,Travel_Rarely, Research & Development ,17,2,Technical Degree,2,Male,3,2, Laboratory Technician ,4,Married,6477,15972,3,No,19,3,4,1,12,4,3,10,0,8,1968,Yes,A
401,26,Yes,Travel_Rarely,Unknown,4,4,Unknown,4,Male,2,2, Sales Executive ,4,Single,5828,8450,1,No,12,3,2,0,Unknown,0,3,8,7,4,1997,Yes,A
416,31,No,Travel_Rarely,Unknown,7,3,Technical Degree,2,Male,4,2, Sales Executive ,4,Unknown,6477,12241,4,No,11,3,2,1,10,3,2,8,7,7,1992,No,A
423,31,No,Travel_Rarely, Research & Development ,5,4,Unknown,3,Male,3,1, Research Scientist ,4,Married,6477,10077,0,No,12,3,3,1,Unknown,4,3,5,0,3,1992,Yes,A
424,31,No,Travel_Rarely,Unknown,2,3,Human Resources,1,Male,2,2, Human Resources ,1,Unknown,6410,17822,3,No,12,3,4,0,Unknown,1,3,2,1,0,1992,No,B
430,43,No,Travel_Frequently,Unknown,10,4,Life Sciences,3,Female,3,1, Laboratory Technician ,4,Unknown,2455,10675,0,No,19,3,1,0,Unknown,5,3,8,1,7,1980,No,A
433,52,Yes,Travel_Rarely,Unknown,8,4,Medical,3,Male,2,2, Research Scientist ,2,Unknown,4941,17747,2,No,15,3,1,0,11,3,2,8,7,7,1971,No,B
438,31,No,Travel_Rarely,Unknown,7,3,Marketing,4,Male,3,2, Sales Executive ,4,Unknown,6477,7143,4,No,12,3,4,3,13,3,3,7,1,7,1992,Yes,A
440,28,Yes,Travel_Rarely,Unknown,2,4,Medical,1,Male,1,1, Research Scientist ,4,Married,6477,24737,5,Yes,13,3,4,0,Unknown,4,2,3,2,2,1995,Yes,A
446,33,No,Travel_Rarely,Unknown,10,3,Unknown,2,Male,2,2, Sales Executive ,4,Unknown,4682,4317,3,No,14,3,3,0,Unknown,6,2,7,0,1,1990,No,A
447,47,No,Travel_Rarely,Unknown,5,5,Unknown,4,Male,3,5, Research Director ,3,Married,6477,16375,4,No,11,3,2,1,21,2,3,3,1,1,1976,No,A
448,43,No,Travel_Frequently, Research & Development ,10,4,Life Sciences,3,Female,2,2, Laboratory Technician ,3,Divorced,5257,6227,1,No,11,3,2,1,9,3,4,9,0,0,1980,No,A
454,29,Yes,Travel_Rarely,Unknown,8,4,Unknown,2,Male,1,1, Laboratory Technician ,1,Unknown,2119,4759,1,No,11,3,4,0,7,4,2,7,0,7,1994,No,B
455,29,No,Travel_Rarely,Unknown,9,5,Other,2,Male,2,1, Laboratory Technician ,4,Unknown,3983,7621,0,No,17,3,3,0,4,2,3,3,2,2,1994,No,A
458,27,No,Travel_Rarely, Sales ,8,4,Unknown,2,Female,3,2, Sales Executive ,2,Unknown,6477,3415,1,No,18,3,1,1,8,3,3,8,0,7,1996,No,B
460,37,No,Travel_Rarely,Unknown,5,2,Medical,4,Male,3,2, Manufacturing Director ,4,Unknown,6347,23177,7,No,16,3,3,2,8,2,2,6,0,4,1986,No,A
465,23,No,Travel_Rarely,Unknown,22,1,Unknown,3,Male,3,1, Research Scientist ,4,Unknown,2904,16092,1,No,12,3,3,2,Unknown,2,2,4,0,2,2000,No,A
470,42,No,Travel_Rarely, Human Resources ,2,1,Unknown,3,Male,3,1, Human Resources ,3,Divorced,2696,24017,0,Yes,11,3,3,1,4,5,3,3,1,0,1981,No,A
475,30,No,Travel_Rarely, Sales ,25,2,Unknown,4,Female,3,2, Sales Executive ,3,Unknown,6477,6069,7,No,12,3,2,1,4,2,4,2,2,2,1993,No,A
476,26,No,Travel_Rarely,Unknown,1,3,Unknown,3,Male,3,2, Sales Executive ,3,Unknown,6477,20156,1,No,17,3,2,1,Unknown,3,3,8,7,7,1997,No,A
478,21,Yes,Travel_Rarely,Unknown,1,1,Unknown,1,Female,2,1, Sales Representative ,2,Single,2174,9150,1,No,11,3,3,0,3,3,3,3,1,2,2002,No,B
482,57,No,Travel_Rarely,Unknown,1,4,Medical,4,Male,3,2, Healthcare Representative ,3,Unknown,6755,2967,2,No,11,3,3,0,Unknown,2,3,3,1,2,1966,No,A
483,40,No,Travel_Rarely,Unknown,10,4,Life Sciences,4,Female,4,1, Laboratory Technician ,3,Married,6477,22495,3,Yes,13,3,3,1,Unknown,3,3,7,1,7,1983,Yes,A
488,41,Yes,Travel_Rarely,Unknown,4,3,Unknown,1,Male,3,2, Sales Executive ,2,Unknown,6477,9558,1,No,18,3,3,0,8,5,3,8,7,7,1982,No,B
495,29,No,Travel_Rarely, Research & Development ,17,3,Unknown,3,Male,3,1, Research Scientist ,4,Unknown,6477,18168,9,No,16,3,4,0,6,4,3,3,1,2,1994,No,A
500,51,No,Travel_Rarely,Unknown,14,2,Unknown,3,Female,3,2, Sales Executive ,4,Unknown,6477,14862,4,No,11,3,3,1,18,2,2,7,0,7,1972,No,A
501,36,No,Travel_Rarely,Unknown,2,3,Unknown,4,Female,3,1, Research Scientist ,3,Married,2543,11868,4,No,13,3,2,1,Unknown,3,3,2,2,2,1987,Yes,A
502,34,Yes,Non-Travel,Unknown,19,3,Marketing,1,Male,4,2, Sales Executive ,4,Unknown,5304,4652,8,Yes,13,3,2,0,Unknown,3,2,5,0,4,1989,Yes,A
507,24,No,Travel_Rarely,Unknown,10,4,Marketing,4,Female,3,2, Sales Executive ,3,Divorced,6477,5915,1,Yes,12,3,4,1,Unknown,2,4,5,0,3,1999,Yes,A
517,42,No,Travel_Rarely,Unknown,1,4,Unknown,2,Female,3,1, Laboratory Technician ,1,Unknown,6477,20490,3,No,16,3,2,1,8,5,3,5,1,2,1981,Yes,B
522,54,No,Travel_Rarely,Unknown,5,2,Medical,1,Male,3,5, Research Director ,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,1,2,1969,No,B
523,34,No,Travel_Rarely,Unknown,4,4,Unknown,3,Female,3,2, Sales Executive ,3,Married,6538,12740,9,No,15,3,1,1,Unknown,3,3,3,1,2,1989,Yes,A
524,31,No,Travel_Rarely,Unknown,7,2,Unknown,2,Female,3,2, Manufacturing Director ,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,3,12,1992,Yes,B
525,43,No,Travel_Rarely,Unknown,21,3,Unknown,4,Male,3,1, Laboratory Technician ,4,Unknown,2258,15238,7,No,20,4,1,1,Unknown,1,3,3,1,2,1980,Yes,A
526,43,No,Travel_Rarely,Unknown,8,4,Other,3,Female,3,2, Healthcare Representative ,3,Unknown,6477,2227,4,Yes,14,3,4,0,Unknown,3,3,5,0,2,1980,Yes,A
530,31,No,Travel_Rarely,Unknown,1,2,Unknown,4,Male,2,1, Laboratory Technician ,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,3,2,1992,No,B
534,41,No,Travel_Rarely, Sales ,1,3,Marketing,2,Male,4,3, Sales Executive ,1,Married,8392,19566,1,No,16,3,3,1,10,2,3,10,0,7,1982,Yes,B
544,45,No,Travel_Rarely,Unknown,10,2,Life Sciences,1,Male,3,1, Research Scientist ,4,Married,2654,9655,3,No,21,3,4,2,8,3,2,2,0,2,1978,Yes,A
569,50,No,Travel_Rarely, Research & Development ,27,4,Life Sciences,3,Male,2,4, Manager ,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,15,7,1973,Yes,A
